0;49
1;46
2;43
3;43
4;41
5;39
6;37
7;36
8;34
9;33
10;32
11;29
12;28
13;27
14;26
15;26
16;26
17;27
18;28
19;31
20;32
21;40
22;52
23;62
24;65
25;64
26;62
27;62
28;62
29;63
30;62
31;61
32;60
33;61
34;61
35;60
36;59
37;57
38;57
39;57
40;57
41;55
42;54
43;53
44;53
45;53
46;53
47;52
48;51
49;50
50;50
51;48
52;47
53;46
54;45
55;45
56;45
57;44
58;43
59;40
60;39
61;38
62;38
63;37
64;36
65;35
66;34
67;35
68;35
69;35
70;35
71;34
72;34
73;34
74;34
75;32
76;30
77;28
78;28
79;28
80;27
81;26
82;27
83;26
84;25
85;25
86;24
87;24
88;24
89;24
90;24
91;23
92;23
93;22
94;22
95;21
96;21
97;21
98;20
99;22
100;23
101;22
102;21
103;20
104;22
105;22
106;21
107;19
108;19
109;19
110;19
111;20
112;20
113;19
114;18
115;18
116;18
117;18
118;18
119;18
120;18
121;18
122;18
123;18
124;17
125;16
126;15
127;14
128;14
129;15
130;15
131;14
132;14
133;14
134;14
135;14
136;14
137;14
138;14
139;14
140;14
141;14
142;15
143;15
144;15
145;15
146;14
147;14
148;14
149;14
150;14
151;14
152;14
153;14
154;14
155;14
156;14
157;14
158;14
159;14
160;14
161;14
162;14
163;14
164;14
165;14
166;14
167;14
168;14
169;14
170;14
171;14
172;14
173;13
174;13
175;13
176;13
177;13
178;13
179;12
180;13
181;13
182;13
183;14
184;14
185;14
186;14
187;13
188;14
189;14
190;14
191;13
192;13
193;13
194;12
195;13
196;13
197;13
198;13
199;13
200;14
201;14
202;14
203;14
204;14
205;15
206;16
207;16
208;15
209;15
210;15
211;14
212;14
213;14
214;15
215;16
216;16
217;16
218;16
219;16
220;16
221;16
222;16
223;15
224;15
225;15
226;15
227;15
228;15
229;15
230;15
231;15
232;15
233;15
234;14
235;15
236;15
237;15
238;15
239;16
240;16
241;16
242;16
243;16
244;17
245;18
246;18
247;17
248;16
249;15
250;15
251;14
252;15
253;16
254;16
255;15
256;15
257;15
258;16
259;16
260;16
261;17
262;17
263;17
264;18
265;17
266;17
267;18
268;18
269;18
270;18
271;18
272;18
273;18
274;18
275;18
276;18
277;18
278;18
279;18
280;18
281;18
282;18
283;18
284;18
285;18
286;18
287;18
288;18
289;18
290;18
291;20
292;21
293;21
294;21
295;20
296;20
297;19
298;19
299;18
300;19
301;19
302;16
303;12
304;13
305;23
306;33
307;32
308;24
309;16
310;15
311;16
312;15
313;15
314;17
315;13
316;10
317;6
318;4
319;5
320;6
321;5
322;4
323;4
324;5
325;7
326;7
327;5
328;2
329;4
330;7
331;11
332;46
333;146
334;203
335;171
336;65
337;15
338;3
339;1
340;3
341;7
342;14
343;18
344;18
345;18
346;18
347;19
348;20
349;22
350;23
351;23
352;24
353;25
354;25
355;26
356;26
357;27
358;28
359;29
360;31
361;32
362;33
363;33
364;33
365;34
366;35
367;36
368;38
369;39
370;40
371;41
372;41
373;40
374;38
375;36
376;34
377;32
378;30
379;29
380;29
381;31
382;41
383;60
384;74
385;71
386;60
387;45
388;41
389;38
390;40
391;44
392;45
393;46
394;46
395;47
396;46
397;44
398;44
399;44
400;45
401;45
402;45
403;46
404;47
405;47
406;48
407;48
408;49
409;49
410;50
411;49
412;50
413;51
414;51
415;51
416;53
417;56
418;58
419;61
420;60
421;60
422;60
423;59
424;59
425;62
426;67
427;79
428;96
429;118
430;134
431;159
432;183
433;214
434;217
435;217
436;214
437;215
438;212
439;177
440;139
441;106
442;88
443;70
444;57
445;50
446;51
447;52
448;54
449;56
450;54
451;51
452;48
453;47
454;48
455;48
456;47
457;49
458;51
459;50
460;54
461;62
462;79
463;157
464;205
465;207
466;208
467;206
468;205
469;201
470;108
471;53
472;43
473;31
474;27
475;24
476;22
477;20
478;19
479;20
480;20
481;20
482;19
483;19
484;19
485;20
486;22
487;20
488;17
489;16
490;17
491;16
492;16
493;17
494;18
495;18
496;18
497;21
498;26
499;28
500;26
501;24
502;24
503;24
504;24
505;24
