0;191
1;192
2;191
3;145
4;103
5;121
6;125
7;126
8;117
9;117
10;113
11;113
12;112
13;111
14;109
15;108
16;106
17;105
18;104
19;104
20;103
21;102
22;101
23;101
24;102
25;103
26;102
27;101
28;97
29;90
30;82
31;74
32;64
33;57
34;52
35;50
36;47
37;46
38;47
39;47
40;47
41;46
42;45
43;42
44;41
45;42
46;43
47;41
48;39
49;39
50;38
51;37
52;36
53;35
54;35
55;35
56;36
57;37
58;41
59;42
60;47
61;55
62;59
63;58
64;59
65;61
66;62
67;62
68;62
69;61
70;61
71;61
72;61
73;61
74;60
75;59
76;58
77;58
78;57
79;56
80;55
81;55
82;53
83;52
84;52
85;52
86;52
87;51
88;51
89;51
90;48
91;48
92;47
93;47
94;46
95;45
96;43
97;41
98;41
99;41
100;40
101;41
102;41
103;41
104;41
105;40
106;40
107;38
108;37
109;37
110;37
111;37
112;35
113;34
114;35
115;34
116;33
117;32
118;32
119;31
120;31
121;32
122;32
123;31
124;30
125;30
126;30
127;30
128;29
129;29
130;27
131;27
132;27
133;26
134;26
135;25
136;25
137;25
138;24
139;24
140;24
141;24
142;24
143;23
144;23
145;23
146;21
147;20
148;19
149;19
150;20
151;21
152;21
153;21
154;20
155;20
156;20
157;20
158;20
159;19
160;18
161;16
162;17
163;17
164;17
165;16
166;16
167;15
168;15
169;14
170;14
171;14
172;14
173;14
174;13
175;13
176;13
177;13
178;13
179;13
180;13
181;14
182;13
183;13
184;12
185;12
186;12
187;12
188;12
189;12
190;12
191;13
192;14
193;15
194;14
195;14
196;14
197;13
198;13
199;12
200;12
201;12
202;10
203;11
204;11
205;9
206;9
207;11
208;11
209;10
210;10
211;9
212;8
213;9
214;10
215;11
216;10
217;9
218;8
219;8
220;8
221;8
222;8
223;8
224;8
225;8
226;8
227;8
228;8
229;8
230;8
231;8
232;8
233;8
234;8
235;7
236;6
237;6
238;6
239;6
240;6
241;6
242;5
243;5
244;4
245;4
246;4
247;4
248;5
249;5
250;5
251;5
252;4
253;4
254;5
255;6
256;6
257;6
258;6
259;6
260;6
261;6
262;6
263;6
264;6
265;6
266;4
267;5
268;6
269;6
270;5
271;4
272;4
273;3
274;4
275;5
276;5
277;6
278;7
279;8
280;8
281;8
282;5
283;5
284;4
285;5
286;6
287;6
288;6
289;6
290;6
291;6
292;6
293;6
294;6
295;6
296;7
297;8
298;6
299;6
300;6
301;7
302;8
303;9
304;7
305;6
306;6
307;6
308;6
309;6
310;6
311;6
312;6
313;6
314;7
315;8
316;9
317;10
318;11
319;10
320;9
321;7
322;8
323;8
324;9
325;9
326;10
327;10
328;11
329;11
330;10
331;9
332;9
333;13
334;15
335;14
336;13
337;12
338;11
339;9
340;8
341;8
342;9
343;10
344;10
345;11
346;10
347;9
348;11
349;13
350;11
351;7
352;7
353;10
354;23
355;36
356;35
357;24
358;6
359;6
360;5
361;8
362;9
363;9
364;10
365;10
366;11
367;11
368;12
369;12
370;10
371;10
372;10
373;10
374;10
375;10
376;10
377;10
378;7
379;9
380;11
381;12
382;12
383;11
384;11
385;11
386;10
387;11
388;12
389;12
390;13
391;13
392;13
393;13
394;17
395;32
396;29
397;45
398;68
399;150
400;235
401;238
402;235
403;155
404;67
405;42
406;40
407;32
408;33
409;25
410;25
411;24
412;24
413;25
414;26
415;25
416;24
417;22
418;24
419;23
420;23
421;23
422;23
423;23
424;23
425;22
426;22
427;22
428;22
429;22
430;22
431;22
432;22
433;22
434;22
435;23
436;24
437;24
438;23
439;23
440;23
441;23
442;23
443;23
444;23
445;22
446;22
447;22
448;22
449;22
450;24
451;25
452;25
453;24
454;22
455;21
456;20
457;20
458;18
459;19
460;20
461;21
462;22
463;23
464;23
465;23
466;21
467;22
468;23
469;24
470;25
471;26
472;26
473;27
474;27
475;29
476;31
477;31
478;31
479;31
480;33
481;34
482;36
483;37
484;37
485;40
486;46
487;52
488;55
489;54
490;48
491;46
492;46
493;49
494;51
495;51
496;51
497;51
498;52
499;51
500;49
501;49
502;49
503;48
504;45
505;42
506;41
507;43
508;41
509;35
510;32
511;33
512;34
513;33
514;28
515;27
516;27
517;28
518;28
519;26
520;25
521;25
522;26
523;25
524;24
525;23
526;23
527;23
528;22
529;22
530;22
531;22
532;22
533;23
534;24
535;24
536;25
537;25
538;27
539;30
540;34
541;36
542;37
543;37
544;39
545;41
546;48
547;52
548;58
549;65
550;71
551;81
552;95
553;107
554;113
555;106
556;140
557;182
558;184
559;181
560;132
561;110
562;114
563;112
564;89
565;68
566;57
567;45
568;42
569;43
570;42
571;41
572;39
573;38
574;38
575;36
576;34
577;32
578;30
579;30
580;29
581;28
582;27
583;26
584;25
585;25
586;24
587;23
588;23
589;22
590;22
591;22
592;21
593;20
594;19
